img_id,difference,cords,x
4389668_1893-02-10_1945.jpg,1.2957726025909142,"(42, 40, 80, 80)",80
36278145_1896-11-25_1960.jpg,1.2961193403586433,"(153, 160, 108, 108)",108
162473_1939-02-26_2012.jpg,1.2964453871761217,"(51, 38, 99, 99)",99
7462_1952-12-10_2008.jpg,1.2990075790159128,"(128, 99, 225, 225)",225
7227755_1966-03-01_2013.jpg,1.3008278990801645,"(83, 57, 151, 151)",151
2089734_1954-03-20_2008.jpg,1.3029899626241854,"(53, 32, 113, 113)",113
30682405_1991-11-14_2011.jpg,1.303584834728985,"(102, 81, 178, 178)",178
3270944_1983-05-16_2005.jpg,1.3045188317053142,"(82, 69, 172, 172)",172
15122486_1966-06-13_2010.jpg,1.306664439215641,"(51, 54, 136, 136)",136
30631709_1928-07-30_2009.jpg,1.3088489877000309,"(54, 39, 91, 91)",91
32678229_1964-06-02_2013.jpg,1.31107691295423,"(72, 43, 142, 142)",142
33274674_1987-04-09_2012.jpg,1.3149574767137573,"(124, 103, 268, 268)",268
38077846_1987-05-30_2013.jpg,1.316263872442877,"(71, 54, 133, 133)",133
30403095_1945-10-05_2010.jpg,1.3166315144199958,"(64, 41, 120, 120)",120
43268366_1962-08-24_2012.jpg,1.3199040291702575,"(50, 34, 94, 94)",94
17741_1889-04-26_1947.jpg,1.3220740549689187,"(46, 33, 80, 80)",80
1618912_1970-07-22_2012.jpg,1.3254255159416708,"(62, 50, 112, 112)",112
577472_1973-03-10_2012.jpg,1.3290495480115598,"(41, 32, 80, 80)",80
2391057_1955-10-28_2012.jpg,1.332120853742177,"(96, 80, 203, 203)",203
14357264_1986-03-05_2008.jpg,1.332729768721847,"(68, 54, 91, 91)",91
16656433_1958-09-29_2011.jpg,1.3334729324613652,"(52, 47, 112, 112)",112
5872374_1953-09-21_2010.jpg,1.3337113661534534,"(78, 77, 167, 167)",167
179342_1930-11-30_2004.jpg,1.3359894697677903,"(45, 47, 138, 138)",138
37901072_1994-09-22_2013.jpg,1.3415531491415835,"(125, 92, 250, 250)",250
974068_1987-04-09_2009.jpg,1.341885082969909,"(45, 47, 90, 90)",90
34099682_1992-10-02_2014.jpg,1.3434172829352256,"(77, 60, 150, 150)",150
10714528_1923-01-15_1959.jpg,1.3438252098786985,"(85, 68, 209, 209)",209
39047_1942-02-13_2010.jpg,1.344032109158295,"(167, 153, 109, 109)",109
37891_1945-03-08_2009.jpg,1.345158605523814,"(134, 89, 173, 173)",173
40741611_1989-09-17_2013.jpg,1.345597698597798,"(136, 95, 274, 274)",274
31914047_1976-06-02_2009.jpg,1.3457815731236908,"(158, 113, 81, 81)",81
13765725_1950-04-20_2009.jpg,1.346019437439244,"(71, 76, 179, 179)",179
45262529_1980-04-26_2015.jpg,1.3494460417328031,"(98, 73, 163, 163)",163
43990514_1991-10-28_2014.jpg,1.3495781530301558,"(61, 65, 131, 131)",131
1236940_1947-01-04_2007.jpg,1.3503272234576762,"(60, 40, 97, 97)",97
5377252_1969-01-28_1996.jpg,1.351611727516883,"(81, 91, 202, 202)",202
43683968_1945-07-23_2014.jpg,1.3540352337202315,"(74, 50, 144, 144)",144
977763_1958-08-15_2011.jpg,1.355566761122593,"(76, 50, 141, 141)",141
5122396_1975-05-29_2009.jpg,1.3573723986916555,"(72, 51, 125, 125)",125
46348225_1920-09-10_1941.jpg,1.3592171469112833,"(185, 145, 95, 95)",95
4202498_1915-05-18_1997.jpg,1.359489958756346,"(67, 70, 123, 123)",123
2935713_1976-05-26_2010.jpg,1.3615885369030825,"(62, 50, 132, 132)",132
27886462_1956-06-29_2005.jpg,1.3618558578438211,"(100, 64, 179, 179)",179
2479537_1949-01-16_2009.jpg,1.362029336606629,"(53, 47, 117, 117)",117
6431474_1953-12-10_2012.jpg,1.3620917100526528,"(38, 47, 113, 113)",113
35069379_1989-06-16_2014.jpg,1.3641795052759855,"(126, 98, 203, 203)",203
21194392_1988-07-19_2014.jpg,1.3667527563005686,"(57, 60, 124, 124)",124
4849048_1948-09-22_2010.jpg,1.3677139712319628,"(106, 82, 167, 167)",167
704258_1953-01-15_1990.jpg,1.368330265218614,"(45, 30, 81, 81)",81
43927285_1965-09-05_2014.jpg,1.369285933582215,"(75, 47, 137, 137)",137
811639_1957-03-14_2009.jpg,1.370135684788122,"(123, 89, 225, 225)",225
1176169_1930-05-12_2008.jpg,1.3707809938810631,"(93, 58, 138, 138)",138
2341134_1908-10-16_1960.jpg,1.3743865044839605,"(98, 82, 215, 215)",215
3328740_1921-02-08_1953.jpg,1.3751379839861375,"(60, 48, 95, 95)",95
42064775_1976-02-27_2011.jpg,1.375920805690556,"(126, 94, 209, 209)",209
597288_1960-08-28_2004.jpg,1.376817351468904,"(75, 51, 141, 141)",141
2568262_1965-04-21_2010.jpg,1.3788042712388395,"(60, 57, 112, 112)",112
34853027_2012-02-23_2013.jpg,1.37998347466004,"(133, 93, 252, 252)",252
14526270_1978-09-13_2009.jpg,1.380154591806097,"(93, 92, 272, 272)",272
409524_1980-07-03_2013.jpg,1.3802010790063115,"(77, 55, 153, 153)",153
742065_1945-04-09_2010.jpg,1.3814539315723309,"(120, 89, 181, 181)",181
13976103_1984-04-29_2012.jpg,1.3817201242266282,"(110, 81, 217, 217)",217
25660936_1963-06-06_2014.jpg,1.3838405933023268,"(105, 113, 249, 249)",249
307715_1927-02-02_1958.jpg,1.385516599618242,"(53, 32, 89, 89)",89
33306267_1989-11-20_2012.jpg,1.3855321714780378,"(58, 60, 201, 201)",201
46238055_1947-10-19_1980.jpg,1.3856619585158922,"(75, 53, 130, 130)",130
4467570_1959-07-03_2010.jpg,1.3880403174213176,"(125, 92, 287, 287)",287
760163_1978-11-17_2012.jpg,1.3883509206881617,"(81, 85, 204, 204)",204
38257868_1991-09-28_2013.jpg,1.390208374199333,"(36, 34, 82, 82)",82
3439221_1978-11-10_2011.jpg,1.3911345300476572,"(131, 86, 236, 236)",236
36118999_1983-08-12_2011.jpg,1.391425662519957,"(110, 82, 218, 218)",218
10363723_1966-01-30_1999.jpg,1.391706565949319,"(60, 43, 117, 117)",117
476807_1902-02-01_1945.jpg,1.3928225348659211,"(77, 76, 175, 175)",175
11598774_1922-03-23_1960.jpg,1.3937555312181342,"(84, 59, 143, 143)",143
1065862_1960-05-20_2014.jpg,1.3942187962791337,"(137, 93, 267, 267)",267
12200780_1930-09-08_1961.jpg,1.3946374349702126,"(36, 40, 82, 82)",82
6828858_1985-02-13_2009.jpg,1.398384042773589,"(79, 55, 98, 98)",98
1993996_1975-01-31_2012.jpg,1.3984594652060625,"(67, 60, 163, 163)",163
3677063_1987-01-04_2008.jpg,1.3988364721742907,"(62, 47, 122, 122)",122
2480126_1976-10-26_2013.jpg,1.4011237930773692,"(71, 53, 182, 182)",182
33994_1943-06-26_2011.jpg,1.401797466561701,"(74, 50, 115, 115)",115
36968553_1995-01-16_2012.jpg,1.4050304581955069,"(76, 49, 118, 118)",118
1624105_1986-01-13_2009.jpg,1.406550216979526,"(48, 34, 109, 109)",109
616658_1969-02-12_2013.jpg,1.4069036816317708,"(65, 47, 122, 122)",122
1853603_1956-03-30_2007.jpg,1.408414594142792,"(94, 90, 257, 257)",257
35647925_1988-12-09_2012.jpg,1.4095035229016184,"(59, 44, 115, 115)",115
31960909_1952-12-31_2011.jpg,1.411446493480584,"(52, 34, 101, 101)",101
8857630_1985-01-28_2010.jpg,1.4115077615909997,"(91, 101, 231, 231)",231
33319587_1987-09-01_2013.jpg,1.4130853139890225,"(63, 54, 125, 125)",125
6492292_1954-03-19_2009.jpg,1.4154687107430353,"(125, 85, 251, 251)",251
4717487_1953-03-04_2010.jpg,1.4158186924528309,"(146, 109, 252, 252)",252
5001813_1917-07-01_1944.jpg,1.4161944866872236,"(44, 50, 105, 105)",105
32642167_1959-04-11_2005.jpg,1.4165054235563033,"(140, 101, 214, 214)",214
898930_1920-12-14_2012.jpg,1.418186453813475,"(140, 92, 284, 284)",284
263994_1917-06-30_1961.jpg,1.418244261986362,"(33, 36, 82, 82)",82
1469828_1974-12-03_2010.jpg,1.419508778895262,"(73, 45, 135, 135)",135
990784_1949-01-29_2008.jpg,1.419516415270481,"(64, 39, 119, 119)",119
15753151_1986-04-07_2015.jpg,1.419775254999675,"(82, 93, 229, 229)",229
3759507_1967-10-07_2012.jpg,1.4200220354459874,"(75, 48, 173, 173)",173
30389473_1971-10-30_2014.jpg,1.4204341441832096,"(58, 52, 137, 137)",137
460248_1935-04-06_1997.jpg,1.4207154477655248,"(56, 50, 109, 109)",109
512243_1950-06-15_2013.jpg,1.4209683452618396,"(112, 114, 234, 234)",234
20786478_1944-12-20_1990.jpg,1.4221760427981824,"(86, 104, 251, 251)",251
6164957_1994-09-01_2014.jpg,1.4226558923848789,"(73, 50, 114, 114)",114
599838_1949-05-20_2010.jpg,1.4227244330074889,"(67, 52, 130, 130)",130
41699714_1945-02-08_1971.jpg,1.4232259488844332,"(130, 77, 239, 239)",239
15281057_1986-03-05_2010.jpg,1.424148241994831,"(62, 46, 109, 109)",109
6467403_1951-04-04_2011.jpg,1.4244104202585148,"(64, 59, 134, 134)",134
8067909_1982-04-15_2012.jpg,1.4248724943827875,"(64, 43, 116, 116)",116
6206344_1949-06-23_2005.jpg,1.4255354704662544,"(55, 38, 114, 114)",114
1046733_1968-03-20_2009.jpg,1.4263709185627187,"(98, 102, 238, 238)",238
31484459_1993-06-10_2013.jpg,1.4269347519023416,"(101, 74, 189, 189)",189
43391970_1963-10-16_2014.jpg,1.427888534803369,"(65, 47, 107, 107)",107
913364_1971-04-12_2013.jpg,1.4280363091359929,"(119, 85, 245, 245)",245
3832339_1979-07-14_2010.jpg,1.4287703429282372,"(35, 36, 93, 93)",93
25416625_1968-03-11_2013.jpg,1.4291697242141563,"(69, 78, 186, 186)",186
13386012_1986-09-02_2013.jpg,1.4299208377615562,"(58, 40, 99, 99)",99
46259308_1964-12-12_2006.jpg,1.4300566517644524,"(72, 50, 162, 162)",162
36894978_1975-12-29_2013.jpg,1.4302170606419655,"(136, 99, 267, 267)",267
3077020_1928-11-02_1952.jpg,1.4303533835026108,"(175, 160, 114, 114)",114
2404873_1944-01-11_2010.jpg,1.4304213426892334,"(47, 51, 126, 126)",126
1501005_1920-02-29_1946.jpg,1.4314213538690044,"(77, 55, 134, 134)",134
442682_1990-11-30_2012.jpg,1.4325326506636882,"(88, 86, 205, 205)",205
5627947_1940-11-25_1978.jpg,1.4335228921723973,"(92, 84, 227, 227)",227
899358_1969-10-30_2009.jpg,1.4336143458419242,"(49, 37, 144, 144)",144
604389_1905-10-12_1941.jpg,1.4337567179563349,"(117, 87, 205, 205)",205
18050642_1947-09-02_2008.jpg,1.4340862891014423,"(83, 58, 157, 157)",157
600332_1971-09-08_2013.jpg,1.4342698045839504,"(99, 104, 255, 255)",255
476897_1926-01-06_1964.jpg,1.4344001593113502,"(102, 74, 152, 152)",152
38984162_1997-10-20_2015.jpg,1.4345625685113497,"(38, 42, 81, 81)",81
27108993_1962-09-12_2010.jpg,1.4350359263439385,"(99, 75, 198, 198)",198
4411903_1951-04-25_2013.jpg,1.4354590597506378,"(73, 63, 160, 160)",160
14643093_1987-08-16_2014.jpg,1.4360158332007067,"(56, 40, 103, 103)",103
33247683_1979-11-09_2000.jpg,1.436482181509862,"(62, 54, 111, 111)",111
12112774_1982-06-26_2007.jpg,1.437693687519539,"(40, 41, 89, 89)",89
11360367_1961-04-19_2006.jpg,1.4388282216632278,"(75, 54, 174, 174)",174
201184_1963-02-20_2008.jpg,1.4397267381548955,"(53, 37, 104, 104)",104
32692379_1996-01-22_2014.jpg,1.4399401709973922,"(78, 82, 257, 257)",257
616557_1951-09-16_1975.jpg,1.4410628846661933,"(61, 55, 141, 141)",141
1701484_1977-12-30_2009.jpg,1.4416072951132957,"(62, 39, 133, 133)",133
39215019_1957-06-13_2006.jpg,1.4418976286968748,"(50, 39, 97, 97)",97
4470315_1988-12-22_2012.jpg,1.4423640398753703,"(67, 80, 205, 205)",205
4943357_1920-02-15_1963.jpg,1.4427047898881742,"(62, 49, 115, 115)",115
1298883_1920-05-09_2002.jpg,1.4427753825697132,"(65, 60, 120, 120)",120
1544618_1923-11-10_1982.jpg,1.4449014267267084,"(55, 44, 121, 121)",121
60192_1949-09-23_2012.jpg,1.4452261773393895,"(32, 36, 89, 89)",89
36509816_1919-06-29_1946.jpg,1.4460609778681677,"(53, 36, 120, 120)",120
761212_1936-05-15_2006.jpg,1.4465801515383383,"(131, 95, 261, 261)",261
37022285_1927-09-24_2011.jpg,1.4468073279711045,"(85, 90, 204, 204)",204
1307672_1943-06-10_2012.jpg,1.4470885709808468,"(54, 58, 138, 138)",138
12408106_1968-04-06_2007.jpg,1.4484447237144975,"(47, 51, 101, 101)",101
45026529_1934-05-06_1958.jpg,1.4487284596090029,"(50, 40, 99, 99)",99
709221_1947-10-31_2002.jpg,1.449442932430626,"(91, 104, 218, 218)",218
8347530_1981-07-18_2015.jpg,1.4496084544192702,"(49, 51, 114, 114)",114
164120_1970-11-06_2009.jpg,1.450241402886678,"(86, 64, 171, 171)",171
8710923_1959-03-04_2007.jpg,1.4504705744558664,"(109, 77, 164, 164)",164
15250595_1929-02-08_1959.jpg,1.4504824527314284,"(84, 101, 272, 272)",272
1250347_1981-04-29_2012.jpg,1.4512931604953991,"(43, 40, 101, 101)",101
3579011_1963-10-26_2011.jpg,1.451583593334731,"(57, 43, 96, 96)",96
34034374_1988-10-29_2014.jpg,1.4515877762811815,"(50, 49, 97, 97)",97
21504522_1973-02-08_2009.jpg,1.4524216824278726,"(57, 67, 139, 139)",139
24857306_1978-09-30_2012.jpg,1.452458302182382,"(136, 105, 272, 272)",272
34844061_1953-09-26_2014.jpg,1.4525472120891771,"(70, 36, 149, 149)",149
38669016_1970-11-07_2011.jpg,1.452825387473076,"(44, 49, 108, 108)",108
2881587_1972-05-19_2012.jpg,1.4532117567777731,"(77, 56, 116, 116)",116
3502104_1936-11-08_2011.jpg,1.45354697042834,"(90, 64, 171, 171)",171
2647835_1980-09-29_2014.jpg,1.4539922902153997,"(92, 105, 265, 265)",265
12251198_1956-06-05_2012.jpg,1.4544636236592108,"(64, 47, 134, 134)",134
5733711_1944-10-15_2013.jpg,1.454582996116905,"(96, 74, 195, 195)",195
129213_1941-10-13_2006.jpg,1.456166309523517,"(135, 86, 271, 271)",271
40185005_1984-11-18_2014.jpg,1.456357125811962,"(56, 64, 141, 141)",141
4022676_1947-09-29_1980.jpg,1.4563754655671417,"(138, 95, 279, 279)",279
1423193_1965-05-31_2009.jpg,1.4581318127208047,"(75, 86, 176, 176)",176
579534_1945-11-23_1983.jpg,1.4588344430101978,"(98, 81, 183, 183)",183
39082970_1986-02-12_2013.jpg,1.4588529940079034,"(85, 67, 169, 169)",169
15872591_1912-08-23_1953.jpg,1.4591111704320645,"(67, 55, 102, 102)",102
36754079_1989-01-25_2014.jpg,1.460494375449771,"(99, 70, 153, 153)",153
23500843_1957-11-19_2008.jpg,1.4614250539583695,"(104, 92, 235, 235)",235
38708271_1986-05-05_2014.jpg,1.4625640338659038,"(91, 70, 189, 189)",189
24750653_1985-03-20_2015.jpg,1.4637215329197324,"(49, 33, 89, 89)",89
845983_1959-09-15_2014.jpg,1.4643715555726076,"(109, 111, 230, 230)",230
539362_1955-01-24_2010.jpg,1.4653717173153935,"(62, 42, 119, 119)",119
9233381_1974-12-24_2013.jpg,1.4662610130561733,"(142, 99, 253, 253)",253
7602536_1972-08-11_2007.jpg,1.466391984185914,"(30, 32, 96, 96)",96
621672_1936-06-02_2004.jpg,1.466786719874874,"(63, 42, 132, 132)",132
3151392_1935-09-05_2013.jpg,1.467210568783945,"(96, 100, 257, 257)",257
16966891_1969-08-08_2012.jpg,1.4679579740858828,"(57, 39, 121, 121)",121
23617756_1973-06-08_2008.jpg,1.4684468495359513,"(61, 52, 123, 123)",123
30871106_1961-12-08_2014.jpg,1.4714553153520853,"(86, 63, 179, 179)",179
41205353_1946-06-27_1965.jpg,1.471652477351745,"(145, 109, 209, 209)",209
8367922_1947-09-04_2007.jpg,1.471832169036006,"(65, 52, 116, 116)",116
4407544_1985-12-18_2006.jpg,1.4722011601111131,"(75, 79, 170, 170)",170
1234159_1971-07-24_1991.jpg,1.4722282489559362,"(37, 37, 110, 110)",110
38188718_1989-02-03_2014.jpg,1.4723003078759505,"(88, 83, 186, 186)",186
6818192_1986-02-05_2012.jpg,1.4724828890394843,"(58, 57, 138, 138)",138
18862294_1950-01-24_1972.jpg,1.4730941686412504,"(92, 62, 163, 163)",163
25335552_1954-12-17_2010.jpg,1.473443074212058,"(117, 92, 220, 220)",220
17956476_1989-10-01_2015.jpg,1.4735812192943665,"(70, 76, 135, 135)",135
511348_1972-07-27_2012.jpg,1.4735919174005276,"(97, 69, 171, 171)",171
2964059_1976-08-02_2013.jpg,1.4738498067922348,"(149, 103, 239, 239)",239
8127159_1981-11-23_2014.jpg,1.4739069566049208,"(52, 36, 81, 81)",81
32463676_1991-01-25_2012.jpg,1.4739338083797575,"(54, 61, 210, 210)",210
19063954_1967-03-20_2006.jpg,1.4749957784551528,"(99, 107, 227, 227)",227
168267_1939-09-06_2009.jpg,1.475206517798943,"(72, 51, 97, 97)",97
24027_1912-10-17_1978.jpg,1.4778608549657832,"(67, 67, 179, 179)",179
35188571_1983-09-18_2009.jpg,1.4785529334800591,"(75, 74, 192, 192)",192
36348082_1961-08-06_2012.jpg,1.478758716034518,"(83, 73, 185, 185)",185
6433758_1973-02-05_2015.jpg,1.4802177519766533,"(75, 62, 141, 141)",141
40444877_1992-04-28_2013.jpg,1.4806641066778334,"(58, 37, 112, 112)",112
4080673_1988-12-06_2012.jpg,1.4806901477498549,"(85, 62, 172, 172)",172
13909814_1974-01-31_2010.jpg,1.4810456068356943,"(64, 46, 107, 107)",107
38757451_1993-06-29_2013.jpg,1.4816569659943106,"(107, 68, 259, 259)",259
42792247_1971-02-09_2014.jpg,1.4822827037098023,"(93, 70, 266, 266)",266
8854681_1958-09-05_2014.jpg,1.4824520297075752,"(111, 85, 203, 203)",203
22775392_1994-09-06_2010.jpg,1.4847172715898602,"(109, 74, 179, 179)",179
2473787_1931-08-06_2008.jpg,1.4855847733434355,"(82, 76, 192, 192)",192
29739394_1992-03-04_2014.jpg,1.4857371446043135,"(131, 90, 267, 267)",267
14062568_1918-07-03_1946.jpg,1.4861439332935884,"(40, 45, 115, 115)",115
2155409_1957-12-07_2014.jpg,1.4866184935961904,"(84, 64, 202, 202)",202
755582_1975-02-18_2014.jpg,1.486743234515771,"(88, 59, 194, 194)",194
1771914_1969-09-01_2014.jpg,1.486919777538482,"(69, 45, 148, 148)",148
8346686_1944-06-03_1968.jpg,1.4869645125408255,"(78, 68, 179, 179)",179
2133819_1967-08-26_2010.jpg,1.4871788576562148,"(41, 42, 104, 104)",104
298763_1935-01-03_2009.jpg,1.4889967339100345,"(110, 95, 261, 261)",261
24051800_1974-11-16_2013.jpg,1.4893172322108097,"(64, 49, 108, 108)",108
25897204_1962-05-25_1977.jpg,1.4893585280243056,"(43, 44, 117, 117)",117
24312088_1951-01-03_2013.jpg,1.4909023868860836,"(54, 38, 110, 110)",110
1782867_1985-05-16_2012.jpg,1.491460861876159,"(54, 35, 113, 113)",113
3008319_1957-09-10_2014.jpg,1.491710634406035,"(119, 79, 237, 237)",237
7756909_1985-11-12_2014.jpg,1.4922922386804056,"(96, 65, 184, 184)",184
3655992_1952-07-03_1980.jpg,1.4928783558724512,"(86, 74, 187, 187)",187
12775491_1939-02-21_1963.jpg,1.492905074446969,"(80, 90, 198, 198)",198
41083852_1959-12-28_2013.jpg,1.4932983760064902,"(72, 52, 128, 128)",128
11008015_1919-07-19_1973.jpg,1.4935478858493147,"(51, 50, 100, 100)",100
1327568_1987-06-24_2006.jpg,1.493892920706139,"(79, 60, 124, 124)",124
35725501_1962-03-01_1976.jpg,1.4941152904380264,"(36, 40, 94, 94)",94
41288431_1964-08-20_2011.jpg,1.4944449734320764,"(75, 69, 176, 176)",176
8296669_1982-08-02_2011.jpg,1.494576526632303,"(37, 37, 101, 101)",101
46761568_1989-02-03_2012.jpg,1.4949355161898166,"(47, 39, 94, 94)",94
779236_1901-11-02_1955.jpg,1.4951057290567529,"(95, 90, 228, 228)",228
38989223_1974-07-27_2012.jpg,1.495179295584522,"(100, 77, 191, 191)",191
5234157_1959-06-09_2011.jpg,1.4953831272275184,"(77, 56, 140, 140)",140
23738156_1976-12-07_2011.jpg,1.49604347364919,"(153, 110, 229, 229)",229
18893415_1952-01-30_2010.jpg,1.496149156533148,"(54, 53, 122, 122)",122
29265675_1963-04-03_1990.jpg,1.496563475868443,"(128, 89, 239, 239)",239
30949886_1974-12-04_2013.jpg,1.4968689297193405,"(41, 48, 117, 117)",117
901511_1933-01-23_2009.jpg,1.4970111695124126,"(47, 39, 86, 86)",86
3123718_1931-05-24_2013.jpg,1.4971959029937505,"(147, 99, 251, 251)",251
40492868_1990-04-12_2013.jpg,1.497213724287357,"(142, 93, 226, 226)",226
301830_1942-04-04_2010.jpg,1.4985076542072535,"(59, 48, 119, 119)",119
723126_1967-11-20_2014.jpg,1.498927112770652,"(134, 95, 273, 273)",273
5727740_1962-11-30_2011.jpg,1.4991513188082564,"(41, 39, 92, 92)",92
5841717_1983-08-29_2014.jpg,1.4991967005878877,"(70, 75, 178, 178)",178
2030114_1960-01-31_2006.jpg,1.4996542347024715,"(56, 43, 129, 129)",129
4734709_1980-03-23_2015.jpg,1.5004473960154132,"(46, 46, 113, 113)",113
26614448_1940-04-30_1940.jpg,1.500678383017009,"(92, 70, 176, 176)",176
27968078_1922-10-15_1970.jpg,1.5013981109980823,"(82, 94, 236, 236)",236
46610210_1984-10-07_2012.jpg,1.5014284618013505,"(65, 45, 156, 156)",156
1457698_1985-07-25_2013.jpg,1.5027328204480226,"(115, 70, 206, 206)",206
41628803_1959-08-25_2012.jpg,1.50282417279964,"(97, 57, 306, 306)",306
25761579_1911-12-31_1943.jpg,1.503626699105273,"(67, 66, 144, 144)",144
28067438_1920-03-23_1947.jpg,1.504206220891115,"(50, 55, 164, 164)",164
8536690_1980-11-05_2008.jpg,1.5052361124467482,"(98, 60, 184, 184)",184
390179_1907-12-24_1972.jpg,1.5055122604535431,"(38, 44, 88, 88)",88
17510357_1983-02-01_2013.jpg,1.5055858887240685,"(66, 49, 112, 112)",112
1049021_1982-04-23_2010.jpg,1.506237285403872,"(56, 60, 169, 169)",169
12786073_1984-05-18_2011.jpg,1.5063140933189425,"(58, 43, 137, 137)",137
1481539_1980-06-27_2014.jpg,1.507721226798101,"(51, 32, 101, 101)",101
36872292_1988-01-01_2013.jpg,1.5089743958467627,"(57, 64, 157, 157)",157
33260497_1989-06-16_2013.jpg,1.5091883879875625,"(49, 34, 82, 82)",82
615800_1970-06-07_2010.jpg,1.5101626838242903,"(51, 42, 96, 96)",96
1153709_1924-06-16_1970.jpg,1.5103476321932,"(39, 40, 87, 87)",87
37807185_1965-06-19_2013.jpg,1.511614186142999,"(74, 60, 160, 160)",160
947500_1976-03-13_2015.jpg,1.5120716270202663,"(134, 95, 240, 240)",240
514835_1941-11-22_1973.jpg,1.5130410764733395,"(59, 41, 110, 110)",110
18345863_1989-04-25_2009.jpg,1.5139472831708751,"(40, 36, 106, 106)",106
4419514_1929-07-17_2007.jpg,1.5142136221464513,"(81, 58, 147, 147)",147
37246516_1955-10-20_2012.jpg,1.5145842708914798,"(57, 62, 134, 134)",134
546740_1933-08-01_1975.jpg,1.516155049175386,"(52, 47, 170, 170)",170
25193857_1989-11-06_2011.jpg,1.5164424306762845,"(40, 41, 101, 101)",101
38942863_1985-08-06_2014.jpg,1.5166700844240677,"(142, 104, 260, 260)",260
28319323_1989-01-19_2011.jpg,1.5169866523557065,"(59, 40, 95, 95)",95
145797_1939-03-14_2011.jpg,1.5172807006235118,"(102, 90, 258, 258)",258
1712338_1962-01-17_2009.jpg,1.5174738182698109,"(156, 115, 243, 243)",243
