image_name,cords
6054878_1985-10-23_2013.jpg,"(103, 63, 210, 210)"
2935301_1967-08-10_2014.jpg,"(40, 44, 118, 118)"
13560241_1929-11-21_1984.jpg,"(105, 80, 205, 205)"
32189649_1983-10-16_2013.jpg,"(71, 46, 123, 123)"
33713565_1988-05-26_2012.jpg,"(112, 74, 222, 222)"
316162_1956-05-01_2007.jpg,"(21, 27, 66, 66)"
44770578_1981-01-18_2014.jpg,"(221, 166, 43, 43)"
2798281_1955-01-30_2012.jpg,"(63, 39, 123, 123)"
4806928_1953-06-20_2005.jpg,"(34, 37, 133, 133)"
28257902_1989-07-22_2011.jpg,"(24, 24, 90, 90)"
5428999_1919-07-12_1945.jpg,"(89, 66, 149, 149)"
508717_1981-03-28_2007.jpg,"(117, 72, 230, 230)"
32864369_1981-11-27_2014.jpg,"(77, 52, 111, 111)"
1554192_1980-07-22_2012.jpg,"(84, 48, 77, 77)"
36527797_1991-07-01_2014.jpg,"(19, 25, 57, 57)"
31484203_1992-12-05_2015.jpg,"(34, 20, 94, 94)"
142245_1951-04-27_2011.jpg,"(20, 23, 118, 118)"
9638112_1922-09-24_1977.jpg,"(24, 25, 99, 99)"
167290_1940-02-06_2014.jpg,"(121, 69, 237, 237)"
1965280_1982-03-02_2011.jpg,"(79, 78, 208, 208)"
2445619_1975-06-23_2009.jpg,"(31, 35, 53, 53)"
2045777_1979-11-08_2014.jpg,"(62, 62, 204, 204)"
41808482_1903-02-10_1956.jpg,"(70, 43, 163, 163)"
33848243_1987-08-03_2013.jpg,"(93, 109, 262, 262)"
21343759_1990-11-07_2010.jpg,"(46, 31, 83, 83)"
6923827_1981-08-15_2014.jpg,"(55, 52, 106, 106)"
32192543_1984-06-21_2014.jpg,"(47, 47, 105, 105)"
481738_1906-03-25_1941.jpg,"(84, 59, 161, 161)"
343134_1929-12-13_2009.jpg,"(159, 110, 221, 221)"
27462208_1985-02-06_2010.jpg,"(80, 75, 279, 279)"
9478039_1914-08-03_1953.jpg,"(68, 59, 226, 226)"
17140785_1985-09-29_2011.jpg,"(77, 44, 136, 136)"
8231098_1961-01-07_2010.jpg,"(61, 41, 113, 113)"
7525432_1981-10-21_2014.jpg,"(52, 54, 167, 167)"
19224281_1974-06-15_2012.jpg,"(24, 24, 61, 61)"
27335295_1989-06-20_2014.jpg,"(47, 31, 87, 87)"
13193011_1952-01-19_1972.jpg,"(78, 92, 186, 186)"
18734723_1958-06-17_2012.jpg,"(32, 22, 64, 64)"
3024197_1983-10-12_2009.jpg,"(71, 52, 165, 165)"
36917446_1929-07-20_1989.jpg,"(54, 39, 78, 78)"
11746989_1985-02-20_2015.jpg,"(150, 106, 239, 239)"
43620667_1996-10-09_2015.jpg,"(108, 63, 205, 205)"
4210688_1900-03-03_1947.jpg,"(141, 83, 202, 202)"
1556298_1958-09-22_2014.jpg,"(56, 33, 92, 92)"
5522509_1978-03-14_2014.jpg,"(54, 65, 238, 238)"
20257877_1922-09-06_1953.jpg,"(50, 36, 120, 120)"
1715670_1988-03-03_2009.jpg,"(37, 46, 141, 141)"
11940662_1978-09-01_2010.jpg,"(82, 91, 287, 287)"
14758066_1987-06-23_2011.jpg,"(28, 26, 66, 66)"
32653316_1986-04-26_2011.jpg,"(83, 54, 185, 185)"
10504518_1928-09-25_1955.jpg,"(11, 12, 54, 54)"
277011_1987-09-22_2011.jpg,"(78, 52, 168, 168)"
9115553_1968-09-20_2009.jpg,"(60, 36, 119, 119)"
5317308_1945-01-17_2010.jpg,"(115, 80, 230, 230)"
5756413_1963-08-01_2014.jpg,"(41, 40, 122, 122)"
143695_1976-07-25_2010.jpg,"(58, 53, 185, 185)"
462624_1942-09-29_1985.jpg,"(83, 95, 184, 184)"
20816299_1987-06-03_2010.jpg,"(75, 95, 37, 37)"
33881745_1983-06-19_2014.jpg,"(55, 21, 206, 206)"
5392807_1987-12-28_2011.jpg,"(74, 53, 132, 132)"
84508_1911-03-16_1945.jpg,"(74, 68, 211, 211)"
1455389_1914-04-25_1947.jpg,"(32, 33, 81, 81)"
11409190_1982-02-25_2010.jpg,"(45, 46, 108, 108)"
2013522_1912-12-12_1961.jpg,"(45, 27, 57, 57)"
19243971_1984-11-13_2012.jpg,"(113, 81, 176, 176)"
24137663_1975-10-11_2014.jpg,"(123, 72, 294, 294)"
25626871_1965-09-22_2010.jpg,"(32, 37, 133, 133)"
8758_1945-02-15_2002.jpg,"(83, 51, 143, 143)"
15858_1939-10-27_2008.jpg,"(63, 37, 101, 101)"
36704264_1991-11-26_2011.jpg,"(27, 14, 71, 71)"
26132518_1989-08-10_2010.jpg,"(29, 18, 51, 51)"
13445285_1961-01-27_2012.jpg,"(47, 50, 123, 123)"
22018077_1989-07-22_2010.jpg,"(28, 25, 89, 89)"
1013073_1978-05-24_2010.jpg,"(22, 24, 78, 78)"
4597148_1977-03-31_2009.jpg,"(20, 23, 84, 84)"
722986_1942-04-04_1962.jpg,"(50, 37, 121, 121)"
41321989_1896-03-30_1947.jpg,"(167, 97, 241, 241)"
1467805_1985-05-02_2015.jpg,"(231, 218, 132, 132)"
1568950_1948-12-30_2012.jpg,"(77, 91, 280, 280)"
36561730_1989-06-22_2012.jpg,"(38, 41, 111, 111)"
7565612_1935-01-02_1963.jpg,"(42, 27, 73, 73)"
40947305_1919-09-03_1950.jpg,"(114, 90, 255, 255)"
786283_1968-12-18_2007.jpg,"(42, 23, 94, 94)"
11434493_1930-12-03_1952.jpg,"(48, 39, 175, 175)"
1250347_1981-04-29_2012.jpg,"(43, 40, 101, 101)"
14086880_1929-07-09_2010.jpg,"(61, 41, 176, 176)"
11555084_1989-05-23_2013.jpg,"(34, 22, 64, 64)"
2700472_1952-11-25_2010.jpg,"(80, 61, 301, 301)"
1265795_1941-06-01_2009.jpg,"(44, 54, 135, 135)"
1591560_1985-06-20_2010.jpg,"(42, 46, 104, 104)"
21357012_1912-01-01_1952.jpg,"(40, 23, 106, 106)"
4930956_1943-03-19_2012.jpg,"(61, 84, 88, 88)"
35309095_1962-01-15_2011.jpg,"(21, 26, 50, 50)"
445249_1920-06-11_1946.jpg,"(69, 42, 129, 129)"
33138_1942-09-05_2009.jpg,"(77, 87, 202, 202)"
995231_1939-11-29_1976.jpg,"(54, 38, 118, 118)"
8864612_1980-04-22_2010.jpg,"(39, 52, 112, 112)"
46712193_1937-04-09_1960.jpg,"(23, 25, 54, 54)"
2806446_1978-05-24_2007.jpg,"(53, 58, 105, 105)"
2778253_1946-08-09_1972.jpg,"(25, 23, 72, 72)"
179664_1946-05-02_1967.jpg,"(96, 102, 276, 276)"
6808904_1951-06-10_1970.jpg,"(30, 38, 99, 99)"
17054747_1991-04-06_2010.jpg,"(29, 22, 70, 70)"
9358807_1980-12-28_2010.jpg,"(124, 95, 211, 211)"
12779188_1986-11-12_2012.jpg,"(50, 30, 54, 54)"
34413466_1997-06-04_2010.jpg,"(18, 22, 58, 58)"
1003449_1920-08-10_1970.jpg,"(61, 72, 178, 178)"
594667_1963-05-11_1999.jpg,"(26, 33, 121, 121)"
2158110_1936-07-05_1963.jpg,"(61, 57, 214, 214)"
3155722_1971-07-19_2008.jpg,"(55, 54, 150, 150)"
175431_1953-12-09_2009.jpg,"(141, 84, 266, 266)"
318998_1942-04-06_2009.jpg,"(86, 81, 221, 221)"
40336033_1995-03-09_2015.jpg,"(35, 26, 65, 65)"
26915175_1987-12-15_2014.jpg,"(93, 102, 226, 226)"
26915175_1987-12-15_2014.jpg,"(387, 163, 66, 66)"
22066070_1983-12-06_2012.jpg,"(102, 70, 226, 226)"
18815244_1963-03-02_1988.jpg,"(23, 23, 58, 58)"
37918029_1992-08-08_2015.jpg,"(44, 46, 118, 118)"
901511_1933-01-23_2009.jpg,"(47, 39, 86, 86)"
6206344_1949-06-23_2005.jpg,"(55, 38, 114, 114)"
40788334_1987-11-01_2013.jpg,"(26, 30, 65, 65)"
4490350_1931-11-13_2013.jpg,"(67, 49, 146, 146)"
17251980_1963-05-12_2006.jpg,"(31, 30, 69, 69)"
1547599_1910-02-27_1969.jpg,"(49, 35, 66, 66)"
41175343_1945-11-22_2008.jpg,"(90, 60, 168, 168)"
6086795_1932-09-15_1983.jpg,"(39, 37, 76, 76)"
33525706_1997-03-19_2012.jpg,"(68, 67, 200, 200)"
21940169_1985-11-11_2010.jpg,"(53, 41, 90, 90)"
7026940_1962-04-03_2009.jpg,"(79, 92, 247, 247)"
1440550_1986-02-15_2011.jpg,"(15, 14, 42, 42)"
3618444_1908-06-02_1957.jpg,"(36, 39, 88, 88)"
38870789_1990-09-11_2013.jpg,"(59, 48, 138, 138)"
562821_1966-01-01_2005.jpg,"(34, 31, 119, 119)"
586719_1951-08-03_1987.jpg,"(85, 104, 262, 262)"
23352332_1985-02-07_2012.jpg,"(101, 98, 249, 249)"
38461816_1988-06-13_2013.jpg,"(26, 31, 109, 109)"
712686_1982-06-02_2013.jpg,"(60, 68, 174, 174)"
30204667_1988-12-15_2010.jpg,"(25, 18, 52, 52)"
41344492_1966-09-01_1986.jpg,"(89, 51, 161, 161)"
46827323_1984-01-07_2014.jpg,"(188, 114, 22, 22)"
248551_1971-12-23_2008.jpg,"(107, 83, 214, 214)"
550020_1953-06-24_2008.jpg,"(31, 49, 89, 89)"
4455114_1953-08-09_2007.jpg,"(51, 34, 78, 78)"
72201_1982-06-21_2015.jpg,"(47, 57, 154, 154)"
16003397_1991-04-16_2008.jpg,"(27, 20, 52, 52)"
32275170_1976-10-13_2011.jpg,"(68, 41, 138, 138)"
1842817_1938-05-17_1965.jpg,"(39, 32, 81, 81)"
19681359_1984-09-05_2011.jpg,"(16, 15, 49, 49)"
34156810_1989-03-03_2013.jpg,"(76, 76, 186, 186)"
8242632_1985-11-02_2013.jpg,"(73, 4, 26, 26)"
19375757_1984-01-24_2014.jpg,"(28, 27, 112, 112)"
168335_1946-09-01_1973.jpg,"(46, 46, 102, 102)"
1529907_1986-03-29_2012.jpg,"(27, 28, 82, 82)"
2809256_1978-10-17_2007.jpg,"(33, 24, 80, 80)"
5618341_1986-04-07_2008.jpg,"(10, 10, 54, 54)"
4286597_1950-11-20_1974.jpg,"(106, 79, 252, 252)"
2868276_1971-09-22_2011.jpg,"(38, 18, 67, 67)"
5139467_1977-04-01_2014.jpg,"(38, 40, 124, 124)"
5803969_1987-08-01_2015.jpg,"(74, 36, 125, 125)"
28807133_1986-08-25_2012.jpg,"(34, 28, 73, 73)"
5194397_1984-09-25_2012.jpg,"(47, 28, 90, 90)"
16228_1936-09-24_1989.jpg,"(129, 80, 232, 232)"
3120309_1963-10-17_2009.jpg,"(114, 71, 218, 218)"
42662358_1938-04-12_1966.jpg,"(128, 87, 282, 282)"
274135_1950-05-20_2013.jpg,"(102, 118, 246, 246)"
700148_1910-03-24_1945.jpg,"(67, 76, 286, 286)"
5619483_1983-12-18_2012.jpg,"(95, 105, 260, 260)"
33907196_1995-03-13_2012.jpg,"(341, 213, 76, 76)"
12607029_1979-05-15_2011.jpg,"(16, 15, 55, 55)"
9413397_1984-02-12_2011.jpg,"(46, 29, 101, 101)"
1367118_1983-06-04_2013.jpg,"(39, 32, 72, 72)"
46391388_1929-08-06_1951.jpg,"(105, 100, 259, 259)"
35716152_1974-11-16_2012.jpg,"(33, 34, 96, 96)"
1712997_1974-12-17_1993.jpg,"(40, 37, 119, 119)"
2138927_1924-02-11_1958.jpg,"(31, 41, 126, 126)"
13723134_1962-10-11_2008.jpg,"(28, 30, 86, 86)"
24736599_1991-06-02_2011.jpg,"(26, 32, 110, 110)"
1166783_1941-08-23_2007.jpg,"(99, 71, 188, 188)"
2338017_1960-09-21_2002.jpg,"(63, 58, 150, 150)"
43468106_1991-08-28_2014.jpg,"(52, 56, 120, 120)"
2011425_1972-02-20_2011.jpg,"(84, 78, 197, 197)"
88833_1916-07-01_1945.jpg,"(46, 63, 252, 252)"
1218280_1914-03-20_1944.jpg,"(38, 38, 100, 100)"
9041656_1946-05-18_1973.jpg,"(19, 12, 23, 23)"
1640839_1944-02-04_1962.jpg,"(33, 22, 50, 50)"
348485_1954-11-30_2006.jpg,"(27, 26, 58, 58)"
5410023_1954-10-14_2009.jpg,"(80, 51, 145, 145)"
15323707_1951-11-17_2008.jpg,"(28, 18, 67, 67)"
22113401_1980-11-25_2014.jpg,"(58, 41, 181, 181)"
42148_1937-08-08_1968.jpg,"(152, 86, 271, 271)"
24783415_1976-07-09_2009.jpg,"(72, 40, 123, 123)"
726166_1944-12-19_2012.jpg,"(91, 60, 173, 173)"
9197034_1944-10-04_1965.jpg,"(51, 37, 97, 97)"
14841028_1985-04-20_2012.jpg,"(42, 26, 90, 90)"
331689_1954-09-08_2007.jpg,"(79, 81, 291, 291)"
277952_1918-10-17_1941.jpg,"(14, 17, 56, 56)"
654722_1929-01-09_1989.jpg,"(35, 38, 120, 120)"
9566772_1986-10-24_2012.jpg,"(20, 23, 84, 84)"
3530539_1957-06-19_2011.jpg,"(86, 85, 265, 265)"
655137_1959-01-31_2013.jpg,"(81, 49, 151, 151)"
34587972_1913-07-13_1940.jpg,"(68, 57, 127, 127)"
904640_1931-09-29_1956.jpg,"(61, 67, 190, 190)"
1713015_1910-02-17_1957.jpg,"(33, 35, 138, 138)"
15329914_1981-08-05_2008.jpg,"(68, 73, 200, 200)"
15329914_1981-08-05_2008.jpg,"(291, 274, 44, 44)"
3303507_1942-01-28_2011.jpg,"(51, 55, 176, 176)"
4573292_1925-07-30_2008.jpg,"(102, 62, 210, 210)"
3879058_1984-06-01_2013.jpg,"(36, 20, 70, 70)"
24424228_1986-12-30_2014.jpg,"(63, 66, 179, 179)"
6460137_1985-03-20_2013.jpg,"(42, 31, 84, 84)"
3331346_1948-05-21_1967.jpg,"(123, 83, 286, 286)"
2392463_1946-04-26_2007.jpg,"(28, 34, 101, 101)"
1134432_1993-01-26_2011.jpg,"(28, 22, 93, 93)"
32066860_1969-09-22_2013.jpg,"(93, 92, 269, 269)"
33956882_1964-07-10_2010.jpg,"(45, 50, 144, 144)"
5825279_1943-03-23_1975.jpg,"(26, 31, 68, 68)"
42176252_1991-12-07_2014.jpg,"(50, 54, 137, 137)"
38065485_1931-08-09_1954.jpg,"(43, 44, 150, 150)"
31947232_1999-01-18_2011.jpg,"(128, 88, 214, 214)"
36621648_1979-04-01_2014.jpg,"(49, 57, 97, 97)"
8009688_1982-10-21_2006.jpg,"(32, 23, 47, 47)"
15204392_1988-10-25_2014.jpg,"(106, 114, 243, 243)"
797863_1968-12-18_2012.jpg,"(50, 60, 184, 184)"
17825648_1988-10-16_2008.jpg,"(30, 22, 72, 72)"
4931430_1954-12-04_2008.jpg,"(75, 55, 105, 105)"
37699961_1890-12-11_1947.jpg,"(53, 67, 138, 138)"
37409511_1985-03-10_2012.jpg,"(36, 33, 112, 112)"
20613200_1990-03-09_2014.jpg,"(50, 33, 98, 98)"
23684268_1978-05-04_2014.jpg,"(89, 87, 193, 193)"
2452899_1930-03-05_1955.jpg,"(76, 86, 183, 183)"
9288_1935-01-08_1957.jpg,"(19, 24, 60, 60)"
43674870_1987-02-13_2014.jpg,"(49, 57, 160, 160)"
21333603_1951-03-04_1974.jpg,"(82, 65, 82, 82)"
239012_1982-05-22_2006.jpg,"(30, 23, 51, 51)"
6459953_1985-03-20_2014.jpg,"(53, 38, 95, 95)"
5699144_1987-10-05_2015.jpg,"(31, 37, 99, 99)"
674500_1945-05-14_1964.jpg,"(138, 85, 184, 184)"
42842447_1989-03-07_2015.jpg,"(60, 66, 163, 163)"
13029296_1991-10-18_2013.jpg,"(143, 96, 261, 261)"
35642014_1989-04-27_2012.jpg,"(61, 65, 78, 78)"
29959871_1983-03-12_2014.jpg,"(138, 82, 220, 220)"
2661869_1987-07-14_2015.jpg,"(35, 26, 87, 87)"
144874_1889-07-17_1966.jpg,"(139, 131, 97, 97)"
27939622_1954-09-20_2013.jpg,"(100, 62, 215, 215)"
32563307_1988-02-06_2012.jpg,"(34, 38, 94, 94)"
15781931_1981-03-25_2015.jpg,"(307, 128, 50, 50)"
736318_1912-03-12_1940.jpg,"(67, 72, 171, 171)"
1796057_1967-06-29_2008.jpg,"(104, 70, 202, 202)"
14005745_1879-08-05_1949.jpg,"(30, 30, 125, 125)"
2805881_1966-06-02_2007.jpg,"(34, 23, 56, 56)"
44274561_1993-10-04_2014.jpg,"(107, 78, 242, 242)"
2250826_1978-09-04_2011.jpg,"(71, 39, 92, 92)"
2154746_1978-06-16_2014.jpg,"(90, 65, 211, 211)"
11166990_1909-06-13_1940.jpg,"(49, 26, 80, 80)"
23932_1912-05-28_1973.jpg,"(35, 34, 93, 93)"
43392397_1897-05-01_1942.jpg,"(52, 38, 86, 86)"
1523302_1956-03-03_2008.jpg,"(83, 77, 254, 254)"
9508278_1982-08-05_2008.jpg,"(72, 55, 176, 176)"
68904_1961-06-09_2012.jpg,"(48, 33, 137, 137)"
38623378_1955-02-03_2015.jpg,"(25, 28, 81, 81)"
3824329_1973-07-13_2010.jpg,"(46, 47, 158, 158)"
3684180_1959-10-11_2002.jpg,"(43, 44, 113, 113)"
35555300_1989-11-09_2012.jpg,"(130, 86, 198, 198)"
15022763_1981-10-31_2011.jpg,"(15, 16, 51, 51)"
5789510_1988-01-28_2012.jpg,"(69, 53, 106, 106)"
3544562_1974-09-24_2013.jpg,"(30, 34, 83, 83)"
2567875_1982-05-23_2005.jpg,"(57, 42, 68, 68)"
45268597_1990-09-01_2015.jpg,"(56, 61, 146, 146)"
12719116_1937-07-30_2006.jpg,"(29, 32, 115, 115)"
36717071_1990-05-01_2012.jpg,"(93, 90, 184, 184)"
28924225_1998-08-25_2013.jpg,"(16, 17, 83, 83)"
8630935_1978-05-29_2007.jpg,"(49, 29, 82, 82)"
13549687_1985-01-30_2015.jpg,"(32, 33, 59, 59)"
2961079_1979-05-09_2014.jpg,"(158, 92, 252, 252)"
3855143_1918-03-09_1953.jpg,"(39, 44, 116, 116)"
2378131_1970-10-28_2010.jpg,"(44, 45, 126, 126)"
25695_1964-04-07_2013.jpg,"(86, 90, 271, 271)"
25764357_1919-07-23_1949.jpg,"(67, 44, 127, 127)"
5461389_1981-11-26_2013.jpg,"(80, 58, 145, 145)"
4911828_1961-09-20_2009.jpg,"(25, 25, 83, 83)"
7170003_1921-05-29_1963.jpg,"(69, 70, 229, 229)"
33052254_1983-11-28_2009.jpg,"(65, 63, 183, 183)"
23777739_1950-06-21_2012.jpg,"(65, 40, 112, 112)"
158711_1953-10-14_2011.jpg,"(28, 27, 80, 80)"
1291071_1911-10-30_1945.jpg,"(75, 93, 185, 185)"
8571790_1982-10-29_2011.jpg,"(261, 137, 25, 25)"
35022161_1984-11-13_2011.jpg,"(69, 50, 112, 112)"
33033669_1909-12-25_1984.jpg,"(17, 27, 83, 83)"
4276146_1888-05-18_1945.jpg,"(90, 61, 192, 192)"
28104350_1963-01-11_1996.jpg,"(35, 29, 46, 46)"
45093276_1944-09-17_2010.jpg,"(48, 64, 252, 252)"
4122772_1923-07-13_1961.jpg,"(100, 92, 225, 225)"
150060_1964-09-20_2007.jpg,"(35, 24, 98, 98)"
150060_1964-09-20_2007.jpg,"(2, 96, 52, 52)"
24633662_1982-05-18_2011.jpg,"(23, 26, 98, 98)"
36002635_1977-01-07_2010.jpg,"(81, 46, 225, 225)"
38626167_1991-07-12_2012.jpg,"(35, 24, 86, 86)"
39755649_1980-05-02_2009.jpg,"(31, 16, 57, 57)"
14918741_1985-08-22_2008.jpg,"(82, 52, 124, 124)"
5350823_1916-05-31_1989.jpg,"(59, 56, 141, 141)"
13120847_1991-04-22_2015.jpg,"(16, 17, 63, 63)"
37727569_1994-09-08_2015.jpg,"(24, 27, 65, 65)"
29983728_1991-09-01_2010.jpg,"(59, 39, 115, 115)"
4291525_1944-12-24_1971.jpg,"(73, 47, 118, 118)"
42185651_1990-12-03_2014.jpg,"(209, 141, 24, 24)"
36586375_1992-08-10_2014.jpg,"(78, 53, 111, 111)"
30284489_1963-06-10_2006.jpg,"(61, 25, 166, 166)"
754165_1944-09-07_2006.jpg,"(98, 68, 177, 177)"
31558227_1959-04-26_1999.jpg,"(11, 8, 26, 26)"
8481866_1983-01-31_2007.jpg,"(69, 46, 187, 187)"
3750996_1959-11-27_2015.jpg,"(37, 32, 71, 71)"
41698782_1944-03-20_1967.jpg,"(67, 50, 126, 126)"
16251146_1992-05-18_2008.jpg,"(18, 21, 47, 47)"
21750900_1984-06-06_2009.jpg,"(54, 59, 259, 259)"
35080315_1998-03-12_2012.jpg,"(26, 16, 47, 47)"
1047208_1944-09-13_2004.jpg,"(55, 36, 158, 158)"
983379_1931-03-12_2007.jpg,"(87, 60, 120, 120)"
18853188_1986-05-28_2013.jpg,"(20, 23, 74, 74)"
1441335_1981-04-12_2009.jpg,"(44, 36, 107, 107)"
42160045_1956-09-11_2009.jpg,"(64, 48, 108, 108)"
29065878_1960-03-07_2008.jpg,"(53, 44, 224, 224)"
9707061_1986-11-12_2006.jpg,"(67, 63, 161, 161)"
758907_1978-02-14_2009.jpg,"(53, 52, 96, 96)"
668940_1949-09-12_2010.jpg,"(22, 24, 65, 65)"
613766_1975-03-21_2014.jpg,"(14, 14, 66, 66)"
5912705_1927-07-24_1959.jpg,"(24, 25, 97, 97)"
17035685_1951-07-02_2011.jpg,"(92, 82, 206, 206)"
36291387_1938-12-22_1962.jpg,"(37, 29, 65, 65)"
14091638_1937-11-28_1975.jpg,"(72, 76, 181, 181)"
38506504_1935-06-28_2013.jpg,"(63, 83, 224, 224)"
14233166_1957-01-08_2013.jpg,"(103, 63, 249, 249)"
32077466_1898-10-10_1967.jpg,"(61, 62, 180, 180)"
16540889_1971-09-25_2007.jpg,"(35, 59, 206, 206)"
19435825_1996-07-22_2013.jpg,"(60, 69, 170, 170)"
3840185_1973-12-18_2010.jpg,"(42, 38, 159, 159)"
7286534_1953-10-07_2006.jpg,"(52, 44, 88, 88)"
39440963_1985-05-03_2012.jpg,"(71, 43, 125, 125)"
46177606_1926-08-10_1985.jpg,"(48, 51, 93, 93)"
736739_1921-03-22_1969.jpg,"(120, 80, 196, 196)"
39239821_1991-05-09_2013.jpg,"(46, 51, 151, 151)"
25907727_1979-07-26_2014.jpg,"(21, 16, 25, 25)"
314563_1954-04-09_2012.jpg,"(100, 106, 257, 257)"
4316896_1961-03-05_2013.jpg,"(87, 59, 197, 197)"
24587083_1989-09-27_2009.jpg,"(30, 30, 92, 92)"
8118601_1954-05-23_2006.jpg,"(29, 18, 54, 54)"
17138430_1942-05-31_2013.jpg,"(152, 99, 252, 252)"
36281979_1964-10-07_1980.jpg,"(29, 21, 75, 75)"
7521409_1956-12-08_2007.jpg,"(20, 14, 36, 36)"
7113832_1949-10-28_1973.jpg,"(22, 20, 42, 42)"
13100707_1982-05-27_2008.jpg,"(277, 34, 40, 40)"
246280_1930-07-14_1953.jpg,"(99, 62, 169, 169)"
144051_1932-10-14_1980.jpg,"(44, 32, 80, 80)"
172875_1912-03-17_1963.jpg,"(76, 70, 276, 276)"
855762_1965-03-20_2014.jpg,"(51, 60, 149, 149)"
855762_1965-03-20_2014.jpg,"(217, 135, 51, 51)"
2008016_1970-05-03_2009.jpg,"(79, 74, 241, 241)"
2008016_1970-05-03_2009.jpg,"(16, 166, 40, 40)"
1089531_1982-04-05_2011.jpg,"(28, 22, 53, 53)"
1300638_1934-12-02_1964.jpg,"(56, 51, 119, 119)"
40495183_1940-12-23_2002.jpg,"(104, 83, 195, 195)"
5771517_1952-10-18_2011.jpg,"(68, 48, 153, 153)"
6153449_1987-07-21_2013.jpg,"(68, 38, 139, 139)"
6921909_1976-10-18_2010.jpg,"(43, 45, 168, 168)"
38205830_1992-10-18_2010.jpg,"(25, 16, 47, 47)"
6437759_1987-07-03_2015.jpg,"(82, 50, 134, 134)"
34142502_2000-05-30_2014.jpg,"(124, 76, 293, 293)"
37654141_1982-11-19_2005.jpg,"(35, 33, 113, 113)"
12209595_1914-11-05_1941.jpg,"(47, 46, 160, 160)"
392335_1950-11-04_1988.jpg,"(25, 22, 96, 96)"
23976347_1988-12-29_2011.jpg,"(66, 46, 132, 132)"
3092836_1977-04-02_2015.jpg,"(85, 86, 282, 282)"
28306245_1984-07-02_2010.jpg,"(248, 63, 47, 47)"
3546126_1954-06-19_2014.jpg,"(145, 88, 281, 281)"
4431292_1947-04-03_1969.jpg,"(56, 38, 113, 113)"
4278962_1965-08-17_2008.jpg,"(49, 47, 241, 241)"
663796_1917-12-14_1958.jpg,"(50, 58, 111, 111)"
16492206_1984-05-08_2012.jpg,"(19, 21, 58, 58)"
16355166_1956-05-02_2013.jpg,"(52, 35, 86, 86)"
2459906_1903-03-31_1974.jpg,"(80, 89, 285, 285)"
39793924_1962-08-16_2003.jpg,"(54, 33, 105, 105)"
29755920_1984-09-23_2010.jpg,"(23, 26, 84, 84)"
3706692_1981-03-13_2007.jpg,"(45, 48, 114, 114)"
5872374_1953-09-21_2010.jpg,"(78, 77, 167, 167)"
36335906_1986-01-31_2013.jpg,"(54, 35, 130, 130)"
30828459_1985-02-14_2012.jpg,"(54, 41, 97, 97)"
29469916_1985-08-17_2014.jpg,"(153, 103, 259, 259)"
8022590_1955-02-15_2014.jpg,"(48, 48, 107, 107)"
1010162_1982-01-09_2009.jpg,"(129, 78, 260, 260)"
23738156_1976-12-07_2011.jpg,"(153, 110, 229, 229)"
34945859_1969-11-11_2009.jpg,"(47, 46, 104, 104)"
5776146_1977-03-21_2015.jpg,"(36, 45, 101, 101)"
9233381_1974-12-24_2013.jpg,"(142, 99, 253, 253)"
7391455_1930-09-10_1962.jpg,"(99, 97, 241, 241)"
18807030_1986-09-02_2013.jpg,"(70, 66, 183, 183)"
18807030_1986-09-02_2013.jpg,"(4, 142, 104, 104)"
